Company,Sector,Quarter,Speaker,Title,Role,Categories,Quantified,Sentiment,Quote
BBY,Computer & Electronics Retail,2024Q4,Corie Barry,CEO,Executive,"AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.6,"From a category standpoint, we expect sales in our computing category to improve through the year and show growth for the full year as early replacement and upgrade cycles gain momentum and new products featuring even more AI capabilities are released as we move through the year."
BBY,Computer & Electronics Retail,2024Q4,Brian Nagel,Analyst,Analyst,Uncategorized,No,0.5,"You mentioned in your prepared comments, I know we've been talking a while about this AI."
BBY,Computer & Electronics Retail,2024Q4,Corie Barry,CEO,Executive,AI Infrastructure,No,0.6,"I think if you followed what happened at the Consumer Electronics Show in January at all, it was, I would argue, the largest foray into how AI will impact our world going forward from here, particularly as it relates to consumer electronics."
BBY,Computer & Electronics Retail,2025Q1,Corie Barry,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.6,"During Q1, we went live with a personalized home screen powered by AI that is now rolled out to 50% of our app users."
BBY,Computer & Electronics Retail,2025Q1,Corie Barry,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.6,"Additionally, Microsoft has unveiled a comprehensive lineup of Copilot Plus products, with about 40 SKUs, nearly 40% of which are exclusive to Best Buy."
BBY,Computer & Electronics Retail,2025Q1,Peter Keith,Analyst,Analyst,Uncategorized,No,0.0,I wanted to ask about the AI-enabled laptop.
BBY,Computer & Electronics Retail,2025Q1,Peter Keith,Analyst,Analyst,Uncategorized,No,0.0,Maybe just sticking on the AI theme.
BBY,Computer & Electronics Retail,2025Q1,Corie Barry,CEO,Executive,Internal Automation,Yes,0.6,"It's challenging to cover every instance, but I believe there are about four categories to consider regarding our use of AI in the business."
BBY,Computer & Electronics Retail,2025Q1,Jonathan Matuszewski,Analyst,Analyst,Uncategorized,No,0.0,"So on the spend across demographics, I imagine the initial debut of AI PCs may resonate with certain demographics until it becomes more mainstream, maybe a little bit higher income, maybe a little bit younger in age perhaps."
BBY,Computer & Electronics Retail,2025Q1,Corie Barry,CEO,Executive,Uncategorized,No,0.5,"We haven't launched the new AI PCs yet, as they will start shipping on June 18th."
BBY,Computer & Electronics Retail,2025Q2,Corie Barry,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,We are able to offer this new customer experience because of the work we did last year to more efficiently and effectively route all of our in-home delivery and installation trucks using AI technology.
BBY,Computer & Electronics Retail,2025Q2,Scot Ciccarelli,Analyst,Analyst,AI Infrastructure,No,0.3,"And then secondly, can you help us better understand the mix that you're seeing in the laptops, obviously, kind of later quarter where you got to roll out a lot of the AI-enabled chip devices."
BBY,Computer & Electronics Retail,2025Q2,Corie Barry,CEO,Executive,AI-Native Product,No,0.6,"As it relates to the laptop mix, for the quarter, Copilot+ was still a relatively small percentage of the sales."
BBY,Computer & Electronics Retail,2025Q2,Corie Barry,CEO,Executive,AI-Native Product,No,0.5,"And we absolutely, even though the Copilot+ side of things is small right now, it definitely underscores kind of that part of our thesis, that is the space where we tend to outperform."
BBY,Computer & Electronics Retail,2025Q2,Mike Baker,Analyst,Analyst,"AI-Native Product, AI Infrastructure",No,0.3,"First, it's clear that laptops and computers are performing well even without the Copilot+, which aligns with the typical product cycle, approximately four years after most people upgraded during the pandemic."
BBY,Computer & Electronics Retail,2025Q2,Corie Barry,CEO,Executive,AI Infrastructure,No,0.6,"Apple has emphasized the importance of Apple Intelligence, which will extend beyond just phone launches to encompass tablets, Macs, and phones."
BBY,Computer & Electronics Retail,2025Q2,Matt Bilunas,CFO,Executive,AI Infrastructure,No,0.2,"Moving forward, the mix could change somewhat with notebooks, as we expect to see more AI-enabled computers, which might drive prices up a bit."
BBY,Computer & Electronics Retail,2025Q3,Corie Barry,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.5,"We continue to have exclusivity within Copilot Plus laptops, with about 50% of our 60 SKUs retail exclusive to Best Buy."
BBY,Computer & Electronics Retail,2025Q3,Anthony Chukumba,Analyst,Analyst,Uncategorized,No,0.0,"But I was just wondering if you can maybe just comment a little bit on the performance of mobile phones and what you've seen in terms of, you know, sort of, I guess, AI-optimized models like the iPhone 6."
BBY,Computer & Electronics Retail,2025Q3,Corie Barry,CEO,Executive,AI Infrastructure,No,0.1,"It's hard to say, as you can imagine, exactly what's attributable to AI kind of technology, but and especially because a lot of that infrastructure and a lot of the improvements hadn't quite launched at the time of the launch within Q3."
BBY,Computer & Electronics Retail,2025Q3,Jason Bonfig,Senior Executive Vice President,Executive,Uncategorized,No,0.2,"We think that that's a strong trend, and we're also seeing a lot of that, you know, focused on the more premium models, which obviously are the ones that support AI even better."
BBY,Computer & Electronics Retail,2025Q3,Seth Basham,Analyst,Analyst,Uncategorized,Yes,0.0,"If we could just double click on the laptop category, and if you wouldn't mind telling us how that performed in terms year-over-year growth in the second quarter relative to 7% in the third quarter, and then some color around what customers are gravitating to in laptops, how much of this replacement"
BBY,Computer & Electronics Retail,2025Q3,Jason Bonfig,Senior Executive Vice President,Executive,Vague/Buzzword,Yes,0.4,"We do think right now that we're very excited about AI, and, obviously, it's getting to be a larger percentage of our assortment."
BBY,Computer & Electronics Retail,2025Q4,Corie Barry,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,We believe this will be helped by both the end of Windows 10 product support in October and ongoing innovation in the form of gradual improvements in AI use cases and the release of new AI features.
TECH,Life Sciences Tools & Services,2024Q3,Kim Kelderman,President and CEO,Executive,"AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.7,The second topic I want to highlight is related to artificial intelligence.
TECH,Life Sciences Tools & Services,2025Q1,Kim Kelderman,President & CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,"Before we wrap up our discussion on Protein Sciences, I'd like to give you an update on how Bio-Techne is leveraging artificial intelligence tools to further our already-strong proteomics position."
BIIB,Biotechnology,2024Q1,Alisha Alaimo,Head and President of North America,Executive,"AI-Native Product, AI-Enhanced Feature, AI Infrastructure",Yes,0.6,"To support these physicians, we've expanded our field footprint and we are using AI to analyze data to help reach the HCPs who may have untreated patients, with insights into the relevant sites of care and when patients last engaged with their physician, we believe we can help more patients even soo"
BIIB,Biotechnology,2024Q2,Alisha Alaimo,Head of North America,Executive,"AI-Native Product, Internal Automation",Yes,0.8,"In Q2, roughly one-third of new patient start forms came from new writers tied to our AI program, which analyzes hundreds of thousands of de-identified patient journeys."
BIIB,Biotechnology,2024Q2,Alisha Alaimo,Head of North America,Executive,"Internal Automation, Risk/Regulatory",No,0.8,"And what we're seeing, at least recently, and I was sharing this with Chris the other day, we have this new AI engine that we've been deploying and we have identified a significant number of additional coded FA patients that we didn't even have at the beginning of the launch because we're starting t"
BLK,Asset Management & Custody Banks,2023Q2,Laurence Fink,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,equity market rally has been fueled by just a few technology firms and hope that artificial intelligence will gain widespread adoption.
BLK,Asset Management & Custody Banks,2023Q3,Laurence Fink,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.9,"Rapid advancements in technology and artificial intelligence, the rewiring of globalization, the transition to a low-carbon economy, aging populations, and a fast-evolving financial system are all macro trends clients are evaluating."
BLK,Asset Management & Custody Banks,2023Q3,Martin Small,CFO,Executive,Internal Automation,Yes,0.5,We've been using AI and advanced technology to streamline transactions and site servicing.
BLK,Asset Management & Custody Banks,2023Q4,Laurence Fink,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"Investments in Aladdin's AI capabilities, enhancements, partnerships, and whole portfolio solutions, including those for private markets and digital assets, will further enhance its value to clients."
BLK,Asset Management & Custody Banks,2024Q1,Laurence Fink,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"These include rapid advancements in technology and AI, the rewiring of globalization, accelerated economic growth in certain emerging markets, and an unprecedented need for new infrastructure."
BLK,Asset Management & Custody Banks,2024Q1,Laurence Fink,CEO,Executive,AI Infrastructure,No,0.7,"And if you overlay the opportunities and you overlay what infrastructure can do related to the build-out of power with all the AI promise and the need for data centers and the need for power, it’s going to be extraordinary."
