Company,Sector,Quarter,AI Mentions,Total Segments,AI Intensity %,Top Category,Who Brought It Up,Quantified Impact,Best Quote,Speaker
CMI,Construction Machinery & Heavy Transportation Equipment,2023Q4,1,53,1.9,AI Infrastructure,Executive,Yes,"Yeah, the data center market is an exciting growth market, has been for several years a trend with increasing cloud, data storage in the cloud and now with artificial intelligence and other investments.",Jennifer Rumsey
CMI,Construction Machinery & Heavy Transportation Equipment,2024Q1,0,57,0.0,,,No,,
CMI,Construction Machinery & Heavy Transportation Equipment,2024Q2,0,47,0.0,,,No,,
CVS,Health Care Services,2023Q1,0,43,0.0,,,No,,
CVS,Health Care Services,2023Q2,2,44,4.5,AI-Native Product,Executive,Yes,"For example, we’ve been selectively using artificial intelligence for some time and are increasingly finding opportunities to improve the efficiency of our operations, enhance our customer experience, and increase our competitiveness.",Karen Lynch
CVS,Health Care Services,2023Q3,0,35,0.0,,,No,,
CVS,Health Care Services,2023Q4,0,57,0.0,,,No,,
CVS,Health Care Services,2024Q1,1,46,2.2,Internal Automation,Analyst,No,We're actually using a lot of really advanced AI tools to identify those members.,Brian Kane
DHR,Life Sciences Tools & Services,2023Q1,0,60,0.0,,,No,,
DHR,Life Sciences Tools & Services,2023Q2,1,61,1.6,AI-Native Product,Executive,Yes,"IDBS recently released Polar Insight, a biopharma data management platform leveraging artificial intelligence to help researchers more quickly analyze datasets to accelerate drug discovery, regulatory filings, and technology transfer in the therapeutic development process.",Rainer Blair
DHR,Life Sciences Tools & Services,2023Q3,1,50,2.0,AI-Native Product,Executive,Yes,"Molecular Devices recently released the CellXpress.ai, an artificial intelligence-driven cell culture system that automates traditionally manual cultivation processes.",Rainer Blair
DHR,Life Sciences Tools & Services,2023Q4,0,58,0.0,,,No,,
DHR,Life Sciences Tools & Services,2025Q4,0,63,0.0,,,No,,
DRI,Restaurants,2023Q2,0,93,0.0,,,No,,
DRI,Restaurants,2023Q3,0,99,0.0,,,No,,
DRI,Restaurants,2025Q1,0,66,0.0,,,No,,
DRI,Restaurants,2025Q2,1,110,0.9,AI Infrastructure,Executive,No,"Our cloud-based analytics capability allows us to gain insights and advance analytics, so we're adapting in the wake of AI developments.",Raj Vennam
DRI,Restaurants,2025Q3,0,67,0.0,,,No,,
DRI,Restaurants,2025Q4,0,86,0.0,,,No,,
DDOG,Application Software,2023Q1,6,45,13.3,AI Infrastructure,Both (4E/2A),Yes,I also want to take a moment to share our excitement for the latest wave of AI innovation.,Olivier Pomel
DDOG,Application Software,2024Q3,13,60,21.7,AI Infrastructure,Both (8E/5A),Yes,"We kept broadening our platform in observability and beyond, including in next-gen AI, where interest continues to rise.",Olivier Pomel
DDOG,Application Software,2024Q4,13,39,33.3,AI Infrastructure,Both (8E/5A),Yes,"During 2024, we kept building and innovating as we scaled up our teams and went broader and deeper into the problems we solve for our customers from the cloud to AI.",Olivier Pomel
DDOG,Application Software,2025Q1,9,27,33.3,AI-Native Product,Both (6E/3A),Yes,"At the end of Q1, more than 4,000 customers used one or more Datadog AI integrations, and this number has doubled year-over-year.",Olivier Pomel
DDOG,Application Software,2025Q2,20,58,34.5,Uncategorized,Both (12E/8A),Yes,"They include more than a dozen that are spending over $1 million a year with us and more than 80 who are spending more than $100,000, and they include 8 of the top 10 leading AI companies.",Olivier Pomel
DDOG,Application Software,2025Q3,20,68,29.4,Uncategorized,Both (10E/10A),Yes,"As an illustration of growth and adoption in the past few months, the number of LLM span customers sending to Datadog has more than quadrupled.",Olivier Pomel
DVA,Health Care Services,2024Q1,0,49,0.0,,,No,,
DVA,Health Care Services,2024Q2,0,52,0.0,,,No,,
DVA,Health Care Services,2024Q3,0,58,0.0,,,No,,
DVA,Health Care Services,2024Q4,0,96,0.0,,,No,,
DVA,Health Care Services,2025Q1,0,54,0.0,,,No,,
DECK,Footwear,2023Q3,0,74,0.0,,,No,,
DECK,Footwear,2023Q4,0,16,0.0,,,No,,
DECK,Footwear,2024Q1,0,20,0.0,,,No,,
DECK,Footwear,2024Q2,1,65,1.5,AI Infrastructure,Executive,No,"We have some work to do there, but we want to be providing our teams with the right level of visibility so they can run their businesses effectively and leverage AI technologies coming down the pike and then continue to heavily invest in marketing.",Dave Powers
DECK,Footwear,2024Q3,0,70,0.0,,,No,,
DE,Agricultural & Farm Machinery,2023Q1,0,78,0.0,,,No,,
DE,Agricultural & Farm Machinery,2023Q2,0,79,0.0,,,No,,
DE,Agricultural & Farm Machinery,2023Q3,0,70,0.0,,,No,,
DE,Agricultural & Farm Machinery,2023Q4,0,63,0.0,,,No,,
DE,Agricultural & Farm Machinery,2024Q1,0,77,0.0,,,No,,
DE,Agricultural & Farm Machinery,2025Q4,0,77,0.0,,,No,,
DELL,"Technology Hardware, Storage & Peripherals",2023Q1,1,61,1.6,AI-Native Product,Executive,Yes,"We're taking on more high-value workloads, our GPU or AI accelerator of growth rate was very strong in the quarter, and that's continued to bolster the performance of our server business.",Jeff Clarke
DELL,"Technology Hardware, Storage & Peripherals",2023Q2,1,87,1.1,AI-Native Product,Executive,No,"Similar trend in servers, if you think about the growth of our ASPs over time in servers, they’ve expanded, driven by our ability to drive richer content, by selling deeper into the data center, selling higher value workload solutions around GPUs as an example, driving artificial intelligence-relate",Jeff Clarke
DELL,"Technology Hardware, Storage & Peripherals",2023Q3,0,57,0.0,,,No,,
DELL,"Technology Hardware, Storage & Peripherals",2023Q4,1,72,1.4,AI-Native Product,Executive,Yes,"We launched our next generation of PowerEdge servers with significantly enhanced AI and machine learning capabilities and improved energy and cost efficiency for data center, cloud and edge environments, including new purpose-built XR servers for telecom, open RAN and mobile edge use cases.",Chuck Whitten
DELL,"Technology Hardware, Storage & Peripherals",2025Q2,23,80,28.7,AI Infrastructure,Both (13E/10A),Yes,We shipped $3.1 billion of AI servers in Q2.,Jeff Clarke
DELL,"Technology Hardware, Storage & Peripherals",2025Q3,29,89,32.6,AI Infrastructure,Both (17E/12A),Yes,"We shipped $2.9 billion of AI servers in Q3, resulting in AI server backlog of $4.5 billion.",Jeff Clarke
DELL,"Technology Hardware, Storage & Peripherals",2025Q4,21,67,31.3,AI Infrastructure,Both (15E/6A),Yes,"In Q4, AI orders demand was $1.7 billion with $2.1 billion in shipments in order with $4.1 billion in backlog as customers work through technology changes.",Jeff Clarke
DAL,Passenger Airlines,2023Q1,0,76,0.0,,,No,,
DAL,Passenger Airlines,2023Q2,0,81,0.0,,,No,,
DAL,Passenger Airlines,2024Q4,1,64,1.6,AI-Native Product,Executive,Yes,"Delta Concierge is a new digital tool built into the Fly Delta app, which will support members as a virtual personal assistant powered by generative AI to make travel easier and less stressful.",Ed Bastian
DAL,Passenger Airlines,2025Q1,0,61,0.0,,,No,,
DAL,Passenger Airlines,2025Q2,2,90,2.2,AI-Native Product,Both (1E/1A),Yes,"And, commercially, we're optimizing revenue through our partnership with Fetcher, leveraging AI-enhanced pricing solutions.",Ed Bastian
DAL,Passenger Airlines,2025Q3,0,62,0.0,,,No,,
DAL,Passenger Airlines,2025Q4,0,92,0.0,,,No,,
DVN,Oil & Gas Exploration & Production,2024Q2,0,87,0.0,,,No,,
DVN,Oil & Gas Exploration & Production,2024Q3,0,62,0.0,,,No,,
DVN,Oil & Gas Exploration & Production,2024Q4,0,77,0.0,,,No,,
DVN,Oil & Gas Exploration & Production,2025Q1,2,67,3.0,Uncategorized,Executive,Yes,We're looking to use real-time analytics and AI models essentially to determine how much gas to allocate to each well for optimal performance.,John Raines
DVN,Oil & Gas Exploration & Production,2025Q2,3,68,4.4,Internal Automation,Executive,Yes,"By leveraging our existing data streams and our proprietary in-frac and indrill AI agents, we're able to capture operational enhancements in real-time and drive efficiency in our critical operations.",Clay M. Gaspar
DXCM,Health Care Equipment,2023Q3,0,87,0.0,,,No,,
DXCM,Health Care Equipment,2023Q4,0,51,0.0,,,No,,
DXCM,Health Care Equipment,2024Q1,0,66,0.0,,,No,,
DXCM,Health Care Equipment,2024Q2,0,52,0.0,,,No,,
DXCM,Health Care Equipment,2024Q3,0,76,0.0,,,No,,
FANG,Oil & Gas Exploration & Production,2023Q1,0,148,0.0,,,No,,
FANG,Oil & Gas Exploration & Production,2023Q2,0,58,0.0,,,No,,
FANG,Oil & Gas Exploration & Production,2023Q3,0,114,0.0,,,No,,
FANG,Oil & Gas Exploration & Production,2023Q4,0,89,0.0,,,No,,
FANG,Oil & Gas Exploration & Production,2024Q1,2,66,3.0,Internal Automation,Both (1E/1A),No,"Well, the first emphasis on AI has been not degenerative AI, but using AI to process data information a lot quicker.",Travis Stice
FANG,Oil & Gas Exploration & Production,2025Q3,0,92,0.0,,,No,,
DLR,Data Center REITs,2023Q1,2,44,4.5,AI Infrastructure,Executive,Yes,"This company is modernizing its infrastructure to embrace AI, improve analytics, and provide data to its B2B customers.",Andy Power
DLR,Data Center REITs,2023Q2,8,57,14.0,AI Infrastructure,Both (6E/2A),Yes,"Digital Realty made strong progress in the second quarter with improved operational results, progress on our funding plan and increased liquidity, continued organizational improvements, and an increasing recognition of the critical role that data centers will play in support of both digital transfor",Andrew Power
DLR,Data Center REITs,2023Q3,6,54,11.1,AI Infrastructure,Both (5E/1A),Yes,"We also rolled out our new high-density colo offering across 28 global metros to support high-performance compute infrastructure, addressing data and AI-related growth challenges.",Andrew Power
DLR,Data Center REITs,2025Q1,9,53,17.0,AI Infrastructure,Both (7E/2A),Yes,The first quarter of 2025 was fraught with attention-grabbing headlines focused on advances in AI and the potential implications for the ongoing AI infrastructure build-out.,Andy Power
DLR,Data Center REITs,2025Q2,1,17,5.9,AI-Native Product,Executive,Yes,"As enterprise digital transformation, cloud computing, and AI adoption continue to accelerate, Digital Realty's global platform is uniquely positioned to meet the full spectrum of customer needs while delivering differentiated value.",Andrew P. Power
DLR,Data Center REITs,2025Q3,11,59,18.6,AI Infrastructure,Both (8E/3A),Yes,"Since mid-2023, AI has averaged more than 50% of our quarterly bookings, and we continue to expect that the 5 gigawatts of IT load that we have in our power bank will be significantly weighted toward AI workloads over the next several years.",Andrew Power
DLR,Data Center REITs,2025Q4,8,51,15.7,AI-Native Product,Both (5E/3A),Yes,"Centers moved firmly into the global spotlight as AI adoption accelerated, cloud platforms continued to scale, and power became the industry's primary constraint.",Andrew P. Power
DG,Consumer Staples Merchandise Retail,2024Q3,0,46,0.0,,,No,,
DG,Consumer Staples Merchandise Retail,2024Q4,0,24,0.0,,,No,,
DG,Consumer Staples Merchandise Retail,2025Q1,0,26,0.0,,,No,,
DG,Consumer Staples Merchandise Retail,2025Q2,0,43,0.0,,,No,,
DG,Consumer Staples Merchandise Retail,2025Q3,1,33,3.0,AI-Native Product,Executive,Yes,The one thing we really haven't spoken about at all is AI.,Donnie Lau
DLTR,Consumer Staples Merchandise Retail,2024Q2,0,40,0.0,,,No,,
DLTR,Consumer Staples Merchandise Retail,2024Q3,0,47,0.0,,,No,,
DLTR,Consumer Staples Merchandise Retail,2025Q1,0,40,0.0,,,No,,
DLTR,Consumer Staples Merchandise Retail,2025Q2,0,46,0.0,,,No,,
D,Multi-Utilities,2023Q4,0,60,0.0,,,No,,
D,Multi-Utilities,2024Q1,0,33,0.0,,,No,,
D,Multi-Utilities,2024Q2,0,35,0.0,,,No,,
D,Multi-Utilities,2024Q3,0,60,0.0,,,No,,
D,Multi-Utilities,2024Q4,2,40,5.0,AI Infrastructure,Executive,Yes,"Third, CVOW will provide much-needed new generation to support America's AI and cyber preeminence in the largest data center market in the world.",Robert Blue
DPZ,Restaurants,2023Q3,2,69,2.9,AI-Enhanced Feature,Executive,No,Our two companies will collaborate on Generative AI solutions that will create the next generation of pizza ordering and operations technology.,Russell Weiner
DPZ,Restaurants,2023Q4,2,74,2.7,Internal Automation,Both (1E/1A),No,"We're working with Microsoft on generative AI in two areas, consumer ordering and store side improvements.",Russell Weiner
DPZ,Restaurants,2024Q1,0,72,0.0,,,No,,
DPZ,Restaurants,2024Q2,0,62,0.0,,,No,,
DPZ,Restaurants,2024Q3,0,77,0.0,,,No,,
DASH,Specialized Consumer Services,2023Q2,0,45,0.0,,,No,,
DASH,Specialized Consumer Services,2023Q3,0,30,0.0,,,No,,
DASH,Specialized Consumer Services,2023Q4,2,54,3.7,Internal Automation,Both (1E/1A),Yes,"On the second question, which was about generative AI and the benefits we’ve seen.",Tony Xu
DASH,Specialized Consumer Services,2024Q1,0,46,0.0,,,No,,
DASH,Specialized Consumer Services,2024Q2,0,62,0.0,,,No,,
DOV,Industrial Machinery & Supplies & Components,2023Q2,0,59,0.0,,,No,,
DOV,Industrial Machinery & Supplies & Components,2023Q3,0,76,0.0,,,No,,
DOV,Industrial Machinery & Supplies & Components,2023Q4,0,111,0.0,,,No,,
DOV,Industrial Machinery & Supplies & Components,2024Q1,1,84,1.2,AI Infrastructure,Executive,No,We are also benefiting from our exposure to data centers and the secular growth in infrastructure investment with the significant power requirements of next-generation chips that support artificial intelligence.,Richard Tobin
DOV,Industrial Machinery & Supplies & Components,2024Q2,1,113,0.9,Internal Automation,Executive,Yes,"Partially offsetting these headwinds were significant growth in shipments and new bookings for thermal connectors tied to AI chip liquid cooling applications and data centers, as well as a solid quarter in precision components.",Richard J. Tobin
